task,item_id,entity_type,entity,correct,intuitive,intuitive_2,question,prefix,population_correct,population_intuitive,population_ratio,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_intuitive_first_token,logits_intuitive,logits_deltas_intuitive,mean_logprob_correct,mean_logprob_intuitive,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_intuitive,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_intuitive,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_intuitive_first_token,control_logits_intuitive,control_logits_deltas_intuitive,control_mean_logprob_correct,control_mean_logprob_intuitive,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_intuitive,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_intuitive,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,25,0.8013569,125,"[5.207720756530762, 15.829115867614746, 10.516998291015625]","[2.0908145904541016, 4.430429935455322, 6.203216075897217]",2179,"[1.5529731512069702, 17.020475387573242]","[2.200282573699951, 8.782167434692383]",-5.2070613,-7.274514,correct,True,-15.621183,-14.549028,intuitive,False,-10.484905,-14.139653,correct,True,1.1159842,9733,"[0.35164952278137207, 11.972293853759766, 11.5538330078125]","[-0.2921172082424164, 3.927767038345337, 5.8054633140563965]",10118,"[0.3043821454048157, 12.512086868286133]","[0.597308874130249, 1.4022696018218994]",-6.3914337,-9.64422,correct,True,-19.174301,-19.28844,correct,True,-15.311162,-15.358429,correct,True,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,26,0.50602466,98,"[5.349704265594482, 15.961319923400879, 11.640496253967285]","[3.540327548980713, 4.888772487640381, 6.521265506744385]",1363,"[2.00244402885437, 17.856155395507812]","[0.4807230830192566, 5.860156536102295]",-4.4670877,-7.0535626,correct,True,-13.401263,-14.107125,correct,True,-10.278638,-13.625896,correct,True,0.31640756,9921,"[0.25876230001449585, 12.09012222290039, 12.410581588745117]","[-1.2361685037612915, 2.140669822692871, 9.37225341796875]",8699,"[0.4141179919242859, 11.635202407836914]","[-1.234513282775879, 4.362682819366455]",-6.3564076,-8.66917,correct,True,-19.069223,-17.33834,intuitive,False,-16.144648,-15.989292,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,27,0.90306056,77,"[5.863525867462158, 16.420269012451172, 12.972978591918945]","[6.987906455993652, 7.209549427032471, 7.633819580078125]",1408,"[2.031712293624878, 18.39579200744629]","[5.280570983886719, 6.60385799407959]",-3.4182491,-6.66259,correct,True,-10.254747,-13.32518,correct,True,-9.289847,-13.12165,correct,True,0.3162811,11541,"[0.05000907927751541, 12.010320663452148, 14.279579162597656]","[-1.7530347108840942, 4.791225910186768, 8.213274002075195]",10344,"[0.19905062019824982, 12.049131393432617]","[0.0764695480465889, 2.9316818714141846]",-6.2276726,-8.802753,correct,True,-18.683018,-17.605507,intuitive,False,-16.68733,-16.538288,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,28,0.92626625,30,"[6.9659342765808105, 17.15930938720703, 14.673924446105957]","[2.8878531455993652, 4.291019916534424, 6.372706413269043]",541,"[3.049997091293335, 18.430885314941406]","[1.2313679456710815, 4.377683162689209]",-2.872916,-6.204926,correct,True,-8.618748,-12.409852,correct,True,-8.3538685,-12.26981,correct,True,0.33577493,13423,"[-0.25042983889579773, 12.4473237991333, 15.594169616699219]","[0.7257119417190552, -0.6777160167694092, 6.9093732833862305]",9571,"[0.201381117105484, 11.769771575927734]","[-0.7197892069816589, 3.7263123989105225]",-6.1527705,-8.757343,correct,True,-18.458311,-17.514687,intuitive,False,-16.745113,-16.293303,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,29,1.2308902,27,"[7.187525749206543, 17.46155548095703, 15.721417427062988]","[9.849196434020996, 1.8789204359054565, 14.482150077819824]",508,"[3.141115665435791, 18.696903228759766]","[4.276083946228027, 3.774695634841919]",-2.6282916,-5.9099216,correct,True,-7.884875,-11.819843,correct,True,-7.735382,-11.781787,correct,True,0.3315928,12595,"[-0.12829558551311493, 11.79191780090332, 16.53789710998535]","[-2.835902690887451, 2.8730921745300293, 9.13725757598877]",10691,"[0.08213963359594345, 12.070955276489258]","[1.7215386629104614, 4.947591304779053]",-6.2182865,-8.702863,correct,True,-18.65486,-17.405725,intuitive,False,-16.520693,-16.310257,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,30,3.0290544,8,"[8.965731620788574, 17.14283561706543, 18.795459747314453]","[4.725475311279297, 6.12971305847168, 2.1609933376312256]",280,"[3.912010431289673, 18.575101852416992]","[1.0384763479232788, -0.8839197158813477]",-1.5774952,-4.816919,correct,True,-4.732486,-9.633838,correct,True,-4.5759745,-9.629695,correct,True,0.51672274,14897,"[-0.5258622765541077, 11.912904739379883, 17.949386596679688]","[4.244125843048096, 3.115267276763916, 2.9527246952056885]",7756,"[0.3233291804790497, 12.462593078613281]","[1.5110570192337036, 0.06694183498620987]",-6.208409,-8.094178,correct,True,-18.625227,-16.188356,intuitive,False,-16.219767,-15.370575,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,31,3.684154,8,"[9.46419906616211, 17.834646224975586, 18.960908889770508]","[7.574934482574463, 9.021832466125488, 3.7209889888763428]",261,"[3.956886053085327, 17.743961334228516]","[-0.23049812018871307, 5.003500938415527]",-1.2268225,-4.586476,correct,True,-3.6804676,-9.172952,correct,True,-3.6590781,-9.166392,correct,True,0.53271955,9029,"[0.10205847024917603, 12.206033706665039, 18.151599884033203]","[1.2380658388137817, 5.001100540161133, 4.509031295776367]",6067,"[0.5336238741874695, 11.96307373046875]","[3.558518171310425, 0.628790557384491]",-5.9622097,-8.069118,correct,True,-17.88663,-16.138235,intuitive,False,-15.482098,-15.050532,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,32,3.4154391,5,"[10.351489067077637, 19.110092163085938, 19.195383071899414]","[3.2247390747070312, 6.837775230407715, 4.444092273712158]",302,"[3.7048304080963135, 18.23638153076172]","[9.923046112060547, 7.927252769470215]",-0.96347976,-4.76284,correct,True,-2.8904393,-9.52568,correct,True,-2.8759968,-9.522658,correct,True,0.50871783,6965,"[0.27018070220947266, 12.788884162902832, 18.492643356323242]","[0.7191284894943237, 0.07988753914833069, 5.934149265289307]",3354,"[1.0106353759765625, 11.705262184143066]","[0.8848099112510681, 4.259974956512451]",-5.804646,-8.087644,correct,True,-17.413939,-16.175287,intuitive,False,-15.465115,-14.72466,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,33,3.944509,5,"[10.40876579284668, 19.446773529052734, 19.779268264770508]","[6.322793960571289, 4.321351528167725, 15.545462608337402]",94,"[5.31697416305542, 19.060638427734375]","[3.3922009468078613, 5.344614505767822]",-0.8235875,-3.7771149,correct,True,-2.4707625,-7.5542297,correct,True,-2.4615006,-7.5532937,correct,True,0.8971205,4980,"[0.3858681321144104, 12.232829093933105, 19.01348876953125]","[2.082280158996582, 1.091973900794983, 15.750253677368164]",2381,"[1.1279276609420776, 12.127215385437012]","[0.6029485464096069, 0.6615230441093445]",-5.7228255,-7.7205567,correct,True,-17.168476,-15.441113,intuitive,False,-14.60391,-13.861851,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,34,3.9951503,1,"[11.030077934265137, 19.646560668945312, 23.086952209472656]","[2.2080700397491455, 4.3046650886535645, 9.622326850891113]",66,"[5.662361145019531, 19.482919692993164]","[4.166431427001953, 3.594827651977539]",-0.56025696,-3.5229151,correct,True,-1.6807709,-7.0458302,correct,True,-1.6775236,-7.045241,correct,True,0.85992396,3488,"[0.6633756160736084, 12.111861228942871, 22.074586868286133]","[-1.8851144313812256, -0.9726110100746155, 10.43371868133545]",2063,"[1.181806206703186, 11.811190605163574]","[-1.5581820011138916, 1.904924750328064]",-5.6983943,-7.797611,correct,True,-17.095182,-15.595222,intuitive,False,-14.379483,-13.8610525,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,35,3.7012267,2,"[11.077714920043945, 19.934879302978516, 24.568723678588867]","[4.816654205322266, 2.32723331451416, 0.8353907465934753]",55,"[6.156745910644531, 19.640094757080078]","[8.247843742370605, 2.373767852783203]",-0.63022715,-3.405461,correct,True,-1.8906814,-6.810922,correct,True,-1.8894616,-6.8104305,correct,True,0.79906625,4415,"[0.39225226640701294, 11.666817665100098, 23.61931037902832]","[0.9617993831634521, 0.649125874042511, -0.12283870577812195]",2648,"[0.9444021582603455, 11.817784309387207]","[1.729412317276001, -0.25217586755752563]",-5.760094,-8.083088,correct,True,-17.280283,-16.166176,intuitive,False,-14.788897,-14.236747,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,36,2.9857097,2,"[11.302933692932129, 19.631452560424805, 24.10838508605957]","[6.235537528991699, 3.568180799484253, -3.639347553253174]",35,"[7.3346052169799805, 19.41770362854004]","[7.642768859863281, -0.6353945136070251]",-0.80505204,-3.1915472,correct,True,-2.4151561,-6.3830943,correct,True,-2.4142141,-6.3825417,correct,True,1.3316365,3646,"[0.5259390473365784, 11.341567993164062, 23.011356353759766]","[0.6567947268486023, 1.7586195468902588, -4.449968338012695]",2056,"[1.1760499477386475, 11.394798278808594]","[8.020764350891113, -0.753298282623291]",-5.424809,-7.940829,correct,True,-16.274427,-15.881658,intuitive,False,-13.960258,-13.310146,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,37,2.6886144,5,"[11.794478416442871, 19.503801345825195, 22.009382247924805]","[14.536778450012207, 2.518211841583252, 7.69939661026001]",26,"[8.38864517211914, 18.558244705200195]","[11.757017135620117, 3.7038793563842773]",-1.0054578,-3.2111676,correct,True,-3.0163732,-6.422335,correct,True,-3.0155861,-6.4214187,correct,True,1.3600236,3275,"[0.6169324517250061, 11.264689445495605, 21.006376266479492]","[2.7165017127990723, -2.5759997367858887, 4.3307294845581055]",712,"[2.511991500854492, 10.68581485748291]","[9.171574592590332, -0.5998915433883667]",-5.3043604,-7.7399206,correct,True,-15.913081,-15.479841,intuitive,False,-14.092906,-12.197847,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,38,2.7075539,1,"[14.846707344055176, 19.376726150512695, 22.776107788085938]","[8.120126724243164, 9.696000099182129, 8.19171142578125]",13,"[10.960999488830566, 18.187288284301758]","[8.628968238830566, 6.289506912231445]",-0.54275286,-2.7578547,correct,True,-1.6282586,-5.5157094,correct,True,-1.6270419,-5.512752,correct,True,1.5305156,2896,"[1.2440849542617798, 10.257634162902832, 20.813486099243164]","[4.337825775146484, 8.35372543334961, 3.873389482498169]",235,"[4.601620197296143, 9.50337028503418]","[5.425195217132568, 3.8652610778808594]",-5.418365,-7.063553,correct,True,-16.255095,-14.127106,intuitive,False,-13.865097,-10.507563,intuitive,False,The capital
capitals-recall,12,state,Alabama,Montgomery,Birmingham,,What is the capital of Alabama?,The capital of Alabama is,0.192,0.194,1.010416667,The capital of Alabama is,39,3.5763996,1,"[15.40157699584961, 20.46181869506836, 21.36614227294922]",,9,"[12.727596282958984, 18.185871124267578]",,-0.48762658,-2.074798,correct,True,-1.4628798,-4.149596,correct,True,-1.4607238,-4.1347075,correct,True,2.6219797,2359,"[3.2913851737976074, 13.413320541381836, 17.726781845092773]",,154,"[6.855632781982422, 9.813939094543457]",,-4.743545,-6.228473,correct,True,-14.230635,-12.456946,intuitive,False,-12.266557,-8.702309,intuitive,False,The capital
capitals-recall,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,The capital of Alaska is,0,6.536102,6259,"[0.6922237277030945, 5.5516791343688965]","[-0.6115821003913879, 2.7796106338500977]",5522,"[0.7930318713188171, 0.5924330353736877, 3.5301361083984375]","[-0.3868178725242615, 0.15278612077236176, 6.064255237579346]",-8.380189,-9.943755,correct,True,-16.760378,-29.831266,correct,True,-10.633557,-10.532749,intuitive,False,8.823871,30684,"[-2.154534101486206, 5.433650970458984]","[0.19999444484710693, 2.865180730819702]",6861,"[1.445717453956604, 0.31723687052726746, 3.9240567684173584]","[-0.12599456310272217, 1.2331074476242065, 6.013389587402344]",-10.171326,-10.023581,intuitive,False,-20.342651,-30.070742,correct,True,-14.049778,-10.449526,intuitive,False,The capital
capitals-recall,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,The capital of Alaska is,1,6.6582165,10072,"[0.2067890763282776, 5.01225471496582]","[-0.3989681005477905, 3.610309362411499]",8321,"[0.39486536383628845, 0.5192570686340332, 6.668619632720947]","[0.4474305212497711, 0.26480287313461304, 2.064218044281006]",-9.015768,-8.989122,intuitive,False,-18.031536,-26.967367,correct,True,-11.102433,-10.914357,intuitive,False,8.450949,25318,"[-1.252084732055664, 5.166413307189941]","[0.5398192405700684, 5.024559020996094]",8202,"[0.8449411392211914, 0.889937698841095, 6.9302659034729]","[0.10213003307580948, -1.5264394283294678, 4.150970935821533]",-9.739174,-8.82045,intuitive,False,-19.478348,-26.46135,correct,True,-12.794687,-10.69766,intuitive,False,The capital
capitals-recall,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,The capital of Alaska is,2,9.245944,14591,"[-0.0796370655298233, 5.342345237731934]","[1.5805970430374146, 1.9546620845794678]",8586,"[0.5062347054481506, 0.4962044954299927, 5.817810535430908]","[0.1786297857761383, 1.2627629041671753, 1.1406292915344238]",-8.935585,-9.148231,correct,True,-17.87117,-27.44469,correct,True,-11.041834,-10.455961,intuitive,False,8.443717,24912,"[-0.605046808719635, 6.337099552154541]","[0.3074108064174652, 2.2158641815185547]",14677,"[0.6399844288825989, -0.145410418510437, 7.339140892028809]","[2.248324394226074, 1.530000925064087, 2.7606849670410156]",-9.301364,-9.386287,correct,True,-18.602728,-28.158861,correct,True,-12.71931,-11.474278,intuitive,False,The capital
capitals-recall,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,The capital of Alaska is,3,9.390798,9501,"[0.812927782535553, 5.091730117797852]","[1.0104835033416748, 2.4873650074005127]",12618,"[0.475453644990921, 1.1734089851379395, 4.707427978515625]","[-1.0637162923812866, 0.6640673875808716, 2.5212037563323975]",-8.542546,-9.229897,correct,True,-17.085093,-27.68969,correct,True,-10.575329,-10.912803,correct,True,8.994111,23206,"[-0.2761596143245697, 6.0119452476501465]","[0.25506290793418884, -0.1849166452884674]",7355,"[1.6158168315887451, 0.903296709060669, 6.99444055557251]","[-0.5674914121627808, 1.8384374380111694, 1.153964638710022]",-9.279916,-8.887877,intuitive,False,-18.559832,-26.663633,correct,True,-12.366663,-10.474688,intuitive,False,The capital
capitals-recall,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,The capital of Alaska is,4,9.193453,5042,"[1.211578369140625, 5.526952266693115]","[0.8925018310546875, -0.9150072336196899]",17183,"[-0.27291223406791687, 1.2857942581176758, 5.182046413421631]","[2.5901453495025635, -0.44876202940940857, 0.8750614523887634]",-8.163482,-9.192461,correct,True,-16.326963,-27.577383,correct,True,-10.032255,-11.516746,correct,True,8.756826,21019,"[-0.10545600205659866, 4.705623626708984]","[-0.410016268491745, 4.8205108642578125]",10908,"[1.0320360660552979, 1.6823126077651978, 6.507975101470947]","[1.7556381225585938, -1.4210251569747925, 2.7771480083465576]",-9.557146,-8.9928,intuitive,False,-19.114292,-26.9784,correct,True,-12.079485,-10.941993,intuitive,False,The capital
capitals-recall,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,The capital of Alaska is,5,8.971631,3377,"[1.4330285787582397, 4.334340572357178]","[1.7453556060791016, 0.8442946672439575]",3078,"[1.5175769329071045, 0.8258194327354431, 4.7806291580200195]","[-0.9905838370323181, -0.32051950693130493, -0.5916019082069397]",-8.465368,-8.828746,correct,True,-16.930737,-26.486237,correct,True,-9.738213,-9.653665,intuitive,False,8.708358,21949,"[-0.26547130942344666, 6.3461527824401855]","[0.5414304137229919, 0.8785355091094971]",6329,"[1.6254427433013916, 0.42458704113960266, 6.722864627838135]","[-1.7365885972976685, -0.5124605298042297, -1.7780680656433105]",-8.653795,-9.331771,correct,True,-17.30759,-27.995314,correct,True,-12.277678,-10.386763,intuitive,False,The capital
capitals-recall,13,state,Alaska,Juneau,Anchorage,,What is the capital of Alaska?,The capital of Alaska is,0.0311,0.283,9.099678457,The capital of Alaska is,6,8.919369,1532,"[2.1883492469787598, 4.043873310089111]","[0.95140540599823, -0.01753373071551323]",7346,"[0.7515960931777954, 0.5085150599479675, 3.8516669273376465]","[-1.009588360786438, -1.7349237203598022, 5.2586822509765625]",-8.367029,-9.662627,correct,True,-16.734058,-28.98788,correct,True,-9.090457,-10.52721,correct,True,8.24922,21308,"[0.02914038859307766, 5.948092460632324]","[1.551321029663086, -1.1463919878005981]",17177,"[0.5220615863800049, 0.14455527067184448, 4.877666473388672]","[-0.5961465239524841, 1.6989156007766724, 3.208089828491211]",-9.004439,-10.411928,correct,True,-18.008879,-31.235785,correct,True,-12.369404,-11.876484,intuitive,False,The capital
