task,item_id,entity_type,entity,correct,incorrect,incorrect_2,question,prefix,population_correct,population_incorrect,population_ratio,condition,correct_first,query,model_input,layer_idx,entropy_first_token,rank_correct_first_token,logits_correct,logits_deltas_correct,rank_incorrect_first_token,logits_incorrect,logits_deltas_incorrect,mean_logprob_correct,mean_logprob_incorrect,mean_logprob_response,mean_logprob_response_isCorrect,sum_logprob_correct,sum_logprob_incorrect,sum_logprob_response,sum_logprob_response_isCorrect,first_logprob_correct,first_logprob_incorrect,first_logprob_response,first_logprob_response_isCorrect,control_entropy_first_token,control_rank_correct_first_token,control_logits_correct,control_logits_deltas_correct,control_rank_incorrect_first_token,control_logits_incorrect,control_logits_deltas_incorrect,control_mean_logprob_correct,control_mean_logprob_incorrect,control_mean_logprob_response,control_mean_logprob_response_isCorrect,control_sum_logprob_correct,control_sum_logprob_incorrect,control_sum_logprob_response,control_sum_logprob_response_isCorrect,control_first_logprob_correct,control_first_logprob_incorrect,control_first_logprob_response,control_first_logprob_response_isCorrect,control_model_input
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,intuitive_first,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",8,3.5374007e-05,117422,"[-12.983057975769043, -4.461745262145996]","[-9.310430526733398, -12.239192962646484]",147646,"[-15.988475799560547, 9.181057929992676, -7.687620162963867]","[7.188405990600586, -2.610856533050537, -17.22576141357422]",-67.8949,-62.405,incorrect,False,-135.7898,-187.215,correct,True,-63.35791,-66.36333,correct,True,6.707015e-08,85187,"[-7.077892780303955, 16.755125045776367]","[0.19682201743125916, -17.9135799407959]",12550,"[0.13399912416934967, 2.347752094268799, 11.627551078796387]","[5.790271759033203, 0.9441356062889099, -12.476633071899414]",-88.52378,-72.87742,incorrect,False,-177.04756,-218.63226,correct,True,-128.01843,-120.80655,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,intuitive_first,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",9,0.00034967446,126568,"[-15.79415225982666, -8.986642837524414]","[4.08528470993042, 6.646533012390137]",84577,"[-11.204459190368652, 7.305851936340332, -14.841008186340332]","[-7.975961685180664, -8.138248443603516, 16.182592391967773]",-62.542366,-56.628986,incorrect,False,-125.08473,-169.88696,correct,True,-63.65652,-59.06683,incorrect,False,9.2739776e-07,88002,"[-6.736210346221924, 8.908736228942871]","[-5.497514724731445, 2.0796570777893066]",7251,"[1.9744610786437988, 2.520112991333008, 6.494537830352783]","[-3.6491568088531494, -8.04214096069336, 3.9401936531066895]",-79.30408,-65.198425,incorrect,False,-158.60815,-195.59528,correct,True,-113.951706,-105.241035,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,intuitive_first,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",10,0.0005606277,126669,"[-12.43542194366455, -5.203267574310303]","[8.41843318939209, -11.450373649597168]",154895,"[-14.980316162109375, 2.777797222137451, -5.443035125732422]","[-4.044302463531494, 7.822564125061035, -21.152179718017578]",-47.519737,-44.048748,incorrect,False,-95.039474,-132.14624,correct,True,-51.42212,-53.967014,correct,True,6.8455174e-06,124410,"[-8.414076805114746, 9.174192428588867]","[-0.6428709030151367, -6.993771553039551]",13241,"[0.25804197788238525, -1.3359320163726807, 7.941615581512451]","[-3.4985857009887695, 13.91427993774414, -13.54920768737793]",-65.65767,-52.848606,incorrect,False,-131.31534,-158.54582,correct,True,-99.40384,-90.73175,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,intuitive_first,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",11,0.0014823681,51501,"[-6.632059574127197, -9.527061462402344]","[-3.90036678314209, -16.41547393798828]",123900,"[-15.050471305847168, 5.757454872131348, -15.208125114440918]","[-3.8567616939544678, 1.2666053771972656, -3.4522430896759033]",-47.761,-48.406696,correct,True,-95.522,-145.2201,correct,True,-48.5846,-57.00301,correct,True,0.00014504914,95568,"[-8.397876739501953, 6.42378044128418]","[-0.5166972875595093, -6.9453253746032715]",15519,"[-0.9003940224647522, 3.79217267036438, 1.9637181758880615]","[0.7359424233436584, 3.3299784660339355, 3.4703562259674072]",-60.753387,-51.156788,incorrect,False,-121.506775,-153.47037,correct,True,-90.377396,-82.87995,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,intuitive_first,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",12,0.0062089567,51880,"[-7.949613571166992, -14.91396713256836]","[-8.132124900817871, -2.395892381668091]",117560,"[-16.014122009277344, 5.610267162322998, -16.087772369384766]","[-0.5908631086349487, -3.2389488220214844, 0.8361966013908386]",-51.418716,-49.085407,incorrect,False,-102.83743,-147.25623,correct,True,-49.160614,-57.22512,correct,True,0.00014284486,78339,"[-8.101287841796875, 3.4450225830078125]","[-1.4494131803512573, -1.3309290409088135]",11110,"[-0.6440465450286865, 4.472645282745361, 3.0275766849517822]","[-7.488809108734131, -3.05550217628479, -3.2051546573638916]",-55.115654,-45.127487,incorrect,False,-110.23131,-135.38246,correct,True,-79.827866,-72.37063,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,intuitive_first,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",13,0.009939065,72073,"[-10.80349349975586, -14.656720161437988]","[11.285901069641113, -4.750219821929932]",108650,"[-15.213369369506836, 4.177472114562988, -15.264845848083496]","[1.1296441555023193, -7.024597644805908, -1.304440975189209]",-49.519875,-46.84847,incorrect,False,-99.03975,-140.54541,correct,True,-50.218163,-54.62804,correct,True,0.00023820376,72485,"[-8.331572532653809, 2.887225866317749]","[2.0306332111358643, -12.759664535522461]",16773,"[-2.6086835861206055, 3.4165215492248535, 1.7605946063995361]","[2.7487995624542236, 9.433242797851562, -7.431113243103027]",-50.826126,-42.347614,incorrect,False,-101.65225,-127.04284,correct,True,-75.17405,-69.451164,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,intuitive_first,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",14,0.017771449,39886,"[-5.370367527008057, -14.82767391204834]","[-12.460814476013184, -10.955842018127441]",106069,"[-13.290908813476562, 1.6791391372680664, -13.181170463562012]","[0.791750431060791, 0.11294972151517868, -3.9756858348846436]",-44.351868,-43.10463,incorrect,False,-88.703735,-129.31389,correct,True,-41.544964,-49.465504,correct,True,0.0004172132,73815,"[-7.735403060913086, -2.0787370204925537]","[3.580732583999634, 1.3788930177688599]",16533,"[-1.8526722192764282, 6.2712273597717285, -0.7710648775100708]","[6.043061256408691, 4.110403060913086, -9.047816276550293]",-49.61701,-40.297787,incorrect,False,-99.23402,-120.89336,correct,True,-70.6408,-64.75808,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,intuitive_first,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",15,0.025564937,90895,"[-9.834735870361328, -16.630952835083008]","[9.960378646850586, -2.334282398223877]",99783,"[-10.726764678955078, 1.4015440940856934, -13.33390998840332]","[3.6028008460998535, -1.992129921913147, 11.428873062133789]",-45.74208,-40.513397,incorrect,False,-91.48416,-121.54019,correct,True,-42.643555,-43.535583,correct,True,0.0016996274,68145,"[-6.369137763977051, -1.6063143014907837]","[1.5737364292144775, 6.311906337738037]",13131,"[-0.061640892177820206, 7.311095237731934, -3.860771656036377]","[8.801970481872559, -3.0986552238464355, 5.647231101989746]",-46.7425,-39.217842,incorrect,False,-93.485,-117.65353,correct,True,-64.5646,-58.257103,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,intuitive_first,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",16,0.13359007,68225,"[-5.425121784210205, -17.529605865478516]","[0.18984991312026978, 8.004923820495605]",102649,"[-8.738482475280762, 0.6621949672698975, -9.292162895202637]","[4.790141582489014, 10.53479290008545, 11.001599311828613]",-42.87975,-36.901363,incorrect,False,-85.7595,-110.704094,correct,True,-37.29587,-40.609234,correct,True,0.0006118505,67885,"[-6.018187046051025, 0.7157138586044312]","[-7.810838222503662, 1.465576171875]",6193,"[2.5062708854675293, 6.198108673095703, -1.820852518081665]","[9.898734092712402, -4.361802101135254, 3.9795522689819336]",-46.764587,-38.33195,incorrect,False,-93.529175,-114.99585,correct,True,-65.570946,-57.046497,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,intuitive_first,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",17,0.15278547,80371,"[-5.780393600463867, -12.14106273651123]","[4.432330131530762, -0.981371283531189]",99475,"[-7.395686626434326, 4.582878589630127, -3.4923717975616455]","[0.6272690892219543, 6.458809852600098, -0.39791008830070496]",-40.715603,-32.25702,incorrect,False,-81.431206,-96.77106,correct,True,-38.938393,-40.553684,correct,True,0.00038206537,132008,"[-8.74242877960205, 1.6159013509750366]","[10.00044059753418, -6.375845432281494]",2657,"[5.790286064147949, 5.111289978027344, -0.23932676017284393]","[-0.17323289811611176, 9.74057674407959, 6.51120138168335]",-49.75066,-38.33801,incorrect,False,-99.50132,-115.01403,correct,True,-69.40102,-54.8683,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,intuitive_first,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",18,0.11193612,65302,"[-4.184203624725342, -10.860003471374512]","[2.853170394897461, -2.574026107788086]",99572,"[-7.282049655914307, 6.261606216430664, -3.322577476501465]","[12.710590362548828, 7.896522045135498, -4.615697860717773]",-40.47342,-33.830814,incorrect,False,-80.94684,-101.49245,correct,True,-38.61388,-41.711727,correct,True,0.0041580177,84158,"[-5.607836723327637, -0.7084697484970093]","[3.4960808753967285, 6.384824275970459]",3295,"[5.492397785186768, 7.857496738433838, 2.0259828567504883]","[-0.9572250247001648, 4.311415195465088, -1.7615013122558594]",-45.32406,-34.456684,incorrect,False,-90.64812,-103.370056,correct,True,-58.05315,-46.95293,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,intuitive_first,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",19,0.13139093,80748,"[-2.623788595199585, -12.153304100036621]","[9.917552947998047, -6.739291667938232]",69090,"[-1.6601102352142334, 8.599563598632812, -4.936182022094727]","[-3.168933629989624, -1.073561668395996, 3.357086181640625]",-40.767014,-32.113438,incorrect,False,-81.53403,-96.34032,correct,True,-37.376118,-36.41244,incorrect,False,0.0047071916,92083,"[-4.897380828857422, 1.2911089658737183]","[6.944870471954346, -1.8253728151321411]",5301,"[5.378495693206787, 8.980440139770508, 1.2596604824066162]","[0.8567203879356384, -9.501226425170898, 8.748863220214844]",-44.63531,-34.23016,incorrect,False,-89.27062,-102.690475,correct,True,-59.828194,-49.55232,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,intuitive_first,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",20,0.08976606,44607,"[0.8814196586608887, -13.420599937438965]","[7.693949222564697, 7.116390228271484]",84315,"[-2.58540678024292, 8.476515769958496, -2.8714869022369385]","[9.300328254699707, -4.923040390014648, 4.243442535400391]",-40.825096,-30.685455,incorrect,False,-81.65019,-92.056366,correct,True,-33.654636,-37.121464,correct,True,0.014157515,90759,"[-3.268307685852051, 0.8049246668815613]","[8.852558135986328, 18.62761878967285]",7510,"[5.583390235900879, 6.64044189453125, 3.800676107406616]","[1.5800665616989136, 8.357101440429688, 2.116062641143799]",-43.962616,-34.20865,incorrect,False,-87.92523,-102.625946,correct,True,-57.24122,-48.38953,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,intuitive_first,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",21,0.15145561,36939,"[3.6919150352478027, -10.707332611083984]","[1.7128806114196777, -7.381892681121826]",65045,"[0.9838854670524597, 6.526293754577637, -1.0918664932250977]","[-3.749913215637207, 18.432199478149414, -9.87204647064209]",-36.93321,-27.642244,incorrect,False,-73.86642,-82.926735,correct,True,-30.602888,-33.310917,correct,True,0.03552513,60576,"[-0.4127150774002075, 7.013115882873535]","[2.881326198577881, -0.10565930604934692]",9809,"[5.743395805358887, 9.038886070251465, 4.452974796295166]","[-0.5585538148880005, 15.578693389892578, -15.129454612731934]",-37.432426,-32.12207,incorrect,False,-74.86485,-96.36621,correct,True,-49.843876,-43.687756,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,intuitive_first,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",22,1.1411119,40184,"[4.253895282745361, -12.125764846801758]","[0.31355592608451843, 13.7182035446167]",91397,"[-0.36750951409339905, 12.182867050170898, -6.016205787658691]","[1.2476561069488525, 4.140710353851318, -4.855080604553223]",-39.283882,-32.634045,incorrect,False,-78.567764,-97.90213,correct,True,-32.07762,-36.699024,correct,True,0.011926875,63696,"[0.4422842264175415, 6.518726825714111]","[-2.732165813446045, 3.834031581878662]",15153,"[5.52028226852417, 13.774036407470703, -0.3406066298484802]","[2.072843551635742, 1.2789472341537476, 5.18966817855835]",-39.40362,-34.050274,incorrect,False,-78.80724,-102.15082,correct,True,-49.6192,-44.541206,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,intuitive_first,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",23,0.85619336,60150,"[3.6525278091430664, -7.990413665771484]","[10.523513793945312, 8.665166854858398]",110808,"[0.18795782327651978, 13.645442962646484, -7.092256546020508]","[1.1322650909423828, 18.353845596313477, 1.388887882232666]",-37.073284,-31.063553,incorrect,False,-74.14657,-93.19066,correct,True,-31.343575,-34.808144,correct,True,0.02789748,93025,"[-0.5653548836708069, 7.488906383514404]","[12.372174263000488, 13.4995698928833]",17297,"[5.678867340087891, 12.895675659179688, 1.43317449092865]","[10.267120361328125, 10.02382755279541, -1.5059109926223755]",-37.917976,-32.959362,incorrect,False,-75.83595,-98.87808,correct,True,-47.587788,-41.34358,incorrect,False,The capital
capitals-recognition,2,country,Brazil,Brasilia,Rio de Janeiro,Sao Paulo,What is the capital of Brazil?,The capital of Brazil is,4.99,13.923,2.790180361,intuitive_first,False,"The capital of Brazil is either Rio de Janeiro or Brasilia. In fact,","The capital of Brazil is either Rio de Janeiro or Brasilia. In fact, the capital of Brazil is",24,1.157852,20489,"[7.22664737701416, -5.477508068084717]","[2.945498466491699, -1.2577683925628662]",92588,"[0.5821248888969421, 19.627965927124023, -6.588181495666504]","[2.4641659259796143, 8.177327156066895, -9.671099662780762]",-37.603973,-31.8108,incorrect,False,-75.20795,-95.4324,correct,True,-31.775625,-38.420147,correct,True,0.10054177,62258,"[3.8157219886779785, 12.386722564697266]","[-4.442041873931885, -11.507838249206543]",13188,"[8.683225631713867, 15.418681144714355, 0.7583429217338562]","[-5.095236778259277, -4.0392985343933105, -2.534529447555542]",-31.621387,-29.463562,incorrect,False,-63.242775,-88.390686,correct,True,-40.192204,-35.324703,incorrect,False,The capital
